video_id,fetch_date,rank_today,view_count,like_count,comment_count
FW1gTv46EOA,2025-10-03,51,247980,9465,1092
TyehaVMjkKc,2025-10-03,52,526150,81460,6229
tunLdMLD_xc,2025-10-03,53,107690,2057,58
05e4qj8JCYg,2025-10-03,54,843032,5986,3
93FkozMf2lw,2025-10-03,55,376686,1418,41
cLz-su-nm3k,2025-10-03,56,185455,3304,184
MMBfiSjVgLY,2025-10-03,57,356166,3254,145
PphD_FxM-rY,2025-10-03,58,577420,1938,40
ffF_H8sRChE,2025-10-03,59,453240,17443,1109
n2PJqaHUI0Q,2025-10-03,60,313317,4223,0
ni_IiixSUJo,2025-10-03,61,727491,6765,290
vQC1kOPyhek,2025-10-03,62,198729,25251,501
rVAUq-5Cs00,2025-10-03,63,118106,1364,28
FIX0HTCpdis,2025-10-03,64,175245,2214,3
H6l0q4l2NLo,2025-10-03,65,31593909,430284,51438
fNbQwkDqduI,2025-10-03,66,625989,28978,2649
rZ8uVuIPUqg,2025-10-03,67,141972,16365,2253
73ZFIH_uqWY,2025-10-03,68,81871,1726,9
03VCOfPR3m4,2025-10-03,69,208839,0,41
6_XAyXGtOc4,2025-10-03,70,167867,8734,509
lSel9b5lhpg,2025-10-03,71,144565,904,30
HL8xYKogiF4,2025-10-03,72,464627,934,0
Hy_gdk-2Wu0,2025-10-03,73,66670,439,26
3a5JWodePjA,2025-10-03,74,194244,5217,934
XA_uBJjutgc,2025-10-03,75,573717,4851,32
bqurSw8fZyI,2025-10-03,76,544829,9729,1
2Pta29pxTbk,2025-10-03,77,595560,20318,980
rPQTKWhuBe8,2025-10-03,78,559038,9088,56
1rocWh6JM_Q,2025-10-03,79,429303,1257,35
2GQ2DD7ZLZQ,2025-10-03,80,427589,3588,111
ThliCHl33Bo,2025-10-03,81,192788,12577,739
8Mvfn-k57I0,2025-10-03,82,164883,3050,82
Ej6BjRFRYks,2025-10-03,83,1030771,116256,18295
AkqDFXqQi8k,2025-10-03,84,1536983,27899,1261
-ne8iFefgpc,2025-10-03,85,91940,7041,324
RDQ8rKZALsU,2025-10-03,86,242800,16602,1785
gV4RvMW0cWw,2025-10-03,87,29351,332,39
9WfWBv7xbL0,2025-10-03,88,491278,23169,2068
Q2iSihhliYk,2025-10-03,89,145800,15628,1901
GZcH2R8qIlM,2025-10-03,90,891379,12716,2
Pv8y7nT1f_Y,2025-10-03,91,249226,10447,561
frPQDs3EadQ,2025-10-03,92,313429,0,23
jBY3u8u4tus,2025-10-03,93,190125,434,4
C60dgFKt7nI,2025-10-03,94,116581,445,3
qZCktlYX3Xc,2025-10-03,95,153533,1208,61
HwWCXZN7CCA,2025-10-03,96,880434,10060,7
-25zAeAkegI,2025-10-03,97,1288801,104644,6986
Vsw_j-j59LA,2025-10-03,98,203657,3168,7
PUb4LCM3Y1k,2025-10-03,99,78027,225,9
402ximQxSzI,2025-10-03,100,995848,18369,23
RuCm4n6nNoo,2025-10-03,101,381455,17639,0
Bcpq6nToQGE,2025-10-03,102,128054,1295,5
f3NEnwZ-bzA,2025-10-03,103,207842,1070,28
ou-eBcDsGQg,2025-10-03,104,114716,2781,260
LBeGV7eKul4,2025-10-03,105,177600,626,7
WQOY9wcgqJo,2025-10-03,106,257224,1011,20
ylZjfgcnZLU,2025-10-03,107,907767,14123,721
OVUrggZgh_k,2025-10-03,108,84492,1388,92
pfm5-1OK9ho,2025-10-03,109,299179,1529,83
RODoLDlbtqE,2025-10-03,110,264798,7076,1898
DltOttt9Otk,2025-10-03,111,325941,2766,133
VAz5wwrZ-O8,2025-10-03,112,398699,3582,42
icenxqWWpmc,2025-10-03,113,37426,66,3
ypquutBfNFg,2025-10-03,114,77019,476,32
rmYutGqFmp4,2025-10-03,115,30102,468,42
0kJrOE6n-Zg,2025-10-03,116,188804,540,15
QUqvtxw2Ny4,2025-10-03,117,41589,155,4
koN7yXSY3JY,2025-10-03,118,333975,12829,1971
nYUemWiyImk,2025-10-03,119,66933,573,47
3la0Rr35QYc,2025-10-03,120,61463,860,9
4B139zr53-w,2025-10-03,121,271537,11305,626
DBjKZNQsORY,2025-10-03,122,503343,2566,1
baH8HXlu_kw,2025-10-03,123,101640,696,41
8Ku9T54wzyQ,2025-10-03,124,226469,11946,3731
bOnlaFjHq-E,2025-10-03,125,27564,173,6
4eAsrtJJ-xA,2025-10-03,126,135861,12039,990
yWHyOIJEaXI,2025-10-03,127,174910,899,10
YFnepNI6E9w,2025-10-03,128,186924,2627,220
dbVdgpf1Ygs,2025-10-03,129,594284,1505,12
VEsHZ5WmX1U,2025-10-03,130,388754,5862,575
xsoSuXlzJOU,2025-10-03,131,175371,883,25
MqxNNnpQuyU,2025-10-03,132,206649,2094,4
PeEEWYKkf98,2025-10-03,133,22629,1966,74
tsg4lTJtMFw,2025-10-03,134,976649,85147,1370
OOL1YF6kcUE,2025-10-03,135,79311,1143,138
S0qzT5re_iE,2025-10-03,136,166822,2138,97
WkyhjkNvwSo,2025-10-03,137,202230,1349,92
UpjAxOsroHQ,2025-10-03,138,67407,269,14
z4C82B22F9I,2025-10-03,139,85078,918,112
jHm2hHcsP3k,2025-10-03,140,90854,2312,130
EoheCdhShFQ,2025-10-03,141,29852,105,4
goevAoHNK1s,2025-10-03,142,1119941,168860,16518
SVV8T0vVB1o,2025-10-03,143,49105,418,35
8sW0BtVOPSs,2025-10-03,144,64418,1490,166
wC7PHn_TfrI,2025-10-03,145,518500,18239,0
L0WUWOzNGOM,2025-10-03,146,247437,728,22
cu-K77qu-90,2025-10-03,147,132324,283,6
oz3m2J4ZkNs,2025-10-03,148,91610,0,4
tPe2UKg_3C0,2025-10-03,149,81150,889,75
UQjhG3NpTE8,2025-10-03,150,204037,3364,4
IRkVHe1Wdx0,2025-10-03,151,276556,5098,1254
WlYWHf72B-Q,2025-10-03,152,151937,899,100
MfinhQyr69w,2025-10-03,153,201272,1664,11
SXAwIHOLmjY,2025-10-03,154,304211,22155,196
8b71gm30nts,2025-10-03,155,130051,8944,260
03WoewwL_k0,2025-10-03,156,114020,0,201
BhNWsSeP9zc,2025-10-03,157,171971,1152,45
ipiIjN6cFxk,2025-10-03,158,356032,4571,1
di8OHjcqVmk,2025-10-03,159,129459,1475,38
VYDrli-zkuA,2025-10-03,160,82765,5611,2873
XJplHwh1XOY,2025-10-03,161,62929,407,16
WpJL5YQMOoc,2025-10-03,162,70574,1073,168
0K9d3HxCW5U,2025-10-03,163,81162,148,1
XpwbfgV0RTI,2025-10-03,164,485736,11655,9
fyJghTWM_WU,2025-10-03,165,307695,5994,204
GPt0owLJv_Y,2025-10-03,166,841950,42715,171
MivKhlsMKL0,2025-10-03,167,18080830,321327,20770
rNQKmEm0lEY,2025-10-03,168,339165,1530,2
Tr3CwOXqJj8,2025-10-03,169,43115,265,10
YvMeeljjB5E,2025-10-03,170,38757,2011,139
fC4rFGUw0WA,2025-10-03,171,57051,3521,301
9dc0J9TtQHg,2025-10-03,172,67967,5590,638
KkSiYdAJIqE,2025-10-03,173,449028,3955,63
pHlk4_VROro,2025-10-03,174,2002257,35015,8841
0c7LZALhzxY,2025-10-03,175,108029,1896,0
uFl4c2Bs-cE,2025-10-03,176,207397,1815,0
Kv9y-wtuOVo,2025-10-03,177,37430,209,5
5L7JdGL9vG8,2025-10-03,178,236460,3156,1
qnAL1d-rxYQ,2025-10-03,179,38716,566,51
E_IXIZ_sRDI,2025-10-03,180,590433,5598,0
x8qyMDHnufI,2025-10-03,181,54420,783,24
uATlpJZxWXc,2025-10-03,182,52356,863,15
hNddSoqMXkE,2025-10-03,183,22933,218,6
-tUHraif8ho,2025-10-03,184,171508,478,1
1dMkkmDl5_U,2025-10-03,185,119186,515,19
zxw7x0HGNL8,2025-10-03,186,89161,10211,714
UKr-k_T_FcA,2025-10-03,187,177437,2260,18
uRJrrgCXldc,2025-10-03,188,136545,2842,0
zuMA6CwXpLE,2025-10-03,189,72060,599,0
SZra-FyAAEg,2025-10-03,190,112844,3334,3
HOzO7J4_bts,2025-10-03,191,127021,1175,94
ByuPdIKmCyI,2025-10-03,192,227638,3597,101
y423L9OwFPo,2025-10-03,193,148518,1050,23
j73RaigGLWQ,2025-10-03,194,34031,420,34
CRuYyLBZZgc,2025-10-03,195,247897,1468,45
grtYP70hsZ4,2025-10-03,196,82819,3418,177
KR_eQVlEHYc,2025-10-03,197,35999,148,13
Sr7ILF_Dipg,2025-10-03,198,993453,145499,2689
33Rx1YOggw4,2025-10-03,199,184565,1547,24
-xYkkaEgMDU,2025-10-03,200,116905,0,13
hRNAVOzOukU,2025-10-04,1,210752,1135,50
D3Se71O96i0,2025-10-04,2,2820929,123353,6724
hkRGAj88T0E,2025-10-04,3,1734853,14533,288
usQvctB7Mi0,2025-10-04,4,4855192,128835,2676
LixDSK0BRFs,2025-10-04,5,22757501,551948,30607
yuqODTEezWI,2025-10-04,6,824531,6784,4
K_JkTEW_ucY,2025-10-04,7,836804,8563,223
ZGn3Qj3-pHc,2025-10-04,8,890085,4689,54
n9eYHCJswlw,2025-10-04,9,1021287,14254,803
L8sJ8ZP43_4,2025-10-04,10,86739,857,43
i-8w5yDwukA,2025-10-04,11,20075544,567987,16421
zwYSgxEqoqk,2025-10-04,12,643710,7908,699
xecWPKOBfG4,2025-10-04,13,135177,515,16
7uBy1gkgWxQ,2025-10-04,14,1377059,36036,998
E_vAS4OY5MY,2025-10-04,15,2364209,73980,1058
4TJOiXqiHAY,2025-10-04,16,465603,5221,158
S1FGXOamA5I,2025-10-04,17,939670,36288,1323
UEfAgCpQkJ0,2025-10-04,18,483618,18463,4337
rZ8uVuIPUqg,2025-10-04,19,536347,30193,3209
AEP84U6ApSI,2025-10-04,20,7338895,162419,5795
Z38ho_UCPyg,2025-10-04,21,949422,13539,8
r5lifKt5wK0,2025-10-04,22,201278,6261,249
X5BkqaHMw8w,2025-10-04,23,854869,3799,51
5hTf1W1jN5U,2025-10-04,24,389565,22647,2495
Ajdy4zbmX3c,2025-10-04,25,1245901,92819,12250
C_DA9dS8Muo,2025-10-04,26,262384,4195,109
LqDNUehJBgs,2025-10-04,27,1116144,24188,848
OC8ufhB8Msg,2025-10-04,28,4649656,28695,1515
h5-FTD9uggk,2025-10-04,29,2227991,154907,5531
alskud1RhNM,2025-10-04,30,237026,3429,437
-yaUiBlOYn0,2025-10-04,31,475390,42356,837
Lo9iElJpdqg,2025-10-04,32,142535,1305,130
U3Fq-dhkF10,2025-10-04,33,471844,60002,5904
lZPGgVm2RJk,2025-10-04,34,177996,2368,305
6KLkZ6wNiLE,2025-10-04,35,68777,1236,123
iMP3wSGl8ks,2025-10-04,36,474832,28054,52
22uewwbew-4,2025-10-04,37,150674,513,3
tINl0F8IdNU,2025-10-04,38,1765804,25772,491
KsGxaqTT1Uw,2025-10-04,39,488366,8658,2
WIxL6mvMDA4,2025-10-04,40,309660,12955,399
8aulMPhE12g,2025-10-04,41,6098467,116762,4929
JKo94E6CUJY,2025-10-04,42,366131,4560,7
svcboYY81wU,2025-10-04,43,6134155,179462,9477
HJzSlErp1vw,2025-10-04,44,434780,14073,521
yPmoxIxfBUs,2025-10-04,45,94605,1759,66
rVAUq-5Cs00,2025-10-04,46,261829,2663,63
DDmjO1temAo,2025-10-04,47,90951,327,7
rofD8OXyO-c,2025-10-04,48,206685,1174,43
pZzGZrVIs4Y,2025-10-04,49,927617,15359,1359
Iq1jMdMiWGo,2025-10-04,50,124017,333,3
lqgHg-6XCV8,2025-10-04,51,653539,20882,2189
t2od_p1Y2a8,2025-10-04,52,1294253,49328,2818
copjZuE7R0c,2025-10-04,53,482231,18942,2573
fmb2R2mfOOo,2025-10-04,54,80930,9871,1017
EDudELUEC-E,2025-10-04,55,591247,3848,20
icenxqWWpmc,2025-10-04,56,94822,164,3
pBE21vcFXsM,2025-10-04,57,1156542,114976,1955
fGl2jPFpXhg,2025-10-04,58,231298,1922,187
3OH0eyCEO0c,2025-10-04,59,277618,14232,3135
YSSFziwMO7k,2025-10-04,60,446272,2947,144
OVUrggZgh_k,2025-10-04,61,223674,2500,156
Ej6BjRFRYks,2025-10-04,62,9574880,219921,52146
FW1gTv46EOA,2025-10-04,63,417114,12183,1256
BHKvNvuMXdk,2025-10-04,64,64540,317,12
RsH1lwuljEk,2025-10-04,65,112374,3388,496
1Vx7oEucQDM,2025-10-04,66,245091,1551,49
ql7fEAzaG1k,2025-10-04,67,119938,5979,213
PUb4LCM3Y1k,2025-10-04,68,179706,423,13
drTJLz_Yoyk,2025-10-04,69,187685,9500,740
8b71gm30nts,2025-10-04,70,202814,11483,328
lgvOFMh6pWM,2025-10-04,71,198890,621,5
2drBOxrFl4s,2025-10-04,72,114780,1789,94
aYNitvYz2pM,2025-10-04,73,99755,6187,616
Tr3CwOXqJj8,2025-10-04,74,151215,912,57
c4Q_ufgdAbw,2025-10-04,75,297822,11235,90
W3__Ss1bpPQ,2025-10-04,76,45192,246,5
vWcneeXhNUk,2025-10-04,77,804805,8539,118
WMsm9VWwEqE,2025-10-04,78,86157,135,2
E8B7X2xXZRc,2025-10-04,79,99718,1414,56
JEsZhLEMNaw,2025-10-04,80,54369,9888,1649
ilMS6taeKTM,2025-10-04,81,225685,4110,236
V5bGfin5Kow,2025-10-04,82,429866,2259,93
5AojR_fAZH8,2025-10-04,83,145989,894,52
kU_AfDuc3Cc,2025-10-04,84,183756,1813,94
KRr0i2akDlk,2025-10-04,85,3246657,108556,2282
GWUNVj7XJd8,2025-10-04,86,89644,510,9
K794asIvEJE,2025-10-04,87,137998,19491,11262
67sWVZSuXnM,2025-10-04,88,1528588,80040,4145
ou-eBcDsGQg,2025-10-04,89,243528,4156,370
-ne8iFefgpc,2025-10-04,90,159369,7890,342
igItYygsrqg,2025-10-04,91,1152786,90614,6857
NoydFRnnUXY,2025-10-04,92,139701,1434,134
JheZ9dLZgbE,2025-10-04,93,724474,7966,393
TyehaVMjkKc,2025-10-04,94,623306,86656,6476
6qTbCGtP1uA,2025-10-04,95,531034,6648,458
pKGHdpuvq7s,2025-10-04,96,81355,788,68
xTbnBEt8l5g,2025-10-04,97,76206,4807,136
0XX6TG-Z0WE,2025-10-04,98,103851,542,7
Aeu1GFEH0Ik,2025-10-04,99,860963,3809,3
jBY3u8u4tus,2025-10-04,100,343889,637,6
bcJ-sUa8-ps,2025-10-04,101,214021,3944,155
yMFX5sN0akY,2025-10-04,102,53284,1545,36
wP4QgKC87Yc,2025-10-04,103,397415,2689,0
Kv9y-wtuOVo,2025-10-04,104,96173,468,9
RAkEDxGHHwI,2025-10-04,105,170659,21582,3057
oSniUiOm0VI,2025-10-04,106,40546,5005,2506
aL3u1FfYexs,2025-10-04,107,377644,2736,0
210pxASzmgE,2025-10-04,108,26013,202,6
jw-SWf0K_J8,2025-10-04,109,284831,1985,11
ni_IiixSUJo,2025-10-04,110,810455,7288,309
MMBfiSjVgLY,2025-10-04,111,441848,3658,168
sbodt2jtulM,2025-10-04,112,124281,11004,703
02tFqeA_AoQ,2025-10-04,113,670424,10785,31
H6l0q4l2NLo,2025-10-04,114,32312074,437264,51624
QibORNxEuBM,2025-10-04,115,260379,4124,0
93FkozMf2lw,2025-10-04,116,382191,1437,43
-H_3wy5Pzho,2025-10-04,117,35408,491,37
2Pta29pxTbk,2025-10-04,118,766422,23341,1055
vQC1kOPyhek,2025-10-04,119,258487,28775,542
6NLeuFNryf0,2025-10-04,120,75505,408,4
mMWWhzCgY4M,2025-10-04,121,229760,1425,0
4Jyec9rOlGY,2025-10-04,122,67074,330,17
fNbQwkDqduI,2025-10-04,123,789723,32716,3077
XA_uBJjutgc,2025-10-04,124,796931,6605,38
QyVOLWTVi-Q,2025-10-04,125,94094,5359,656
Q2iSihhliYk,2025-10-04,126,215601,18087,2002
o6jkqCgIJGI,2025-10-04,127,520438,6088,2
ThliCHl33Bo,2025-10-04,128,245547,13824,777
XfzCxtaPg98,2025-10-04,129,86094,4449,225
dbVdgpf1Ygs,2025-10-04,130,1066878,2437,20
zxw7x0HGNL8,2025-10-04,131,220088,16586,991
Vimuy_AzWB0,2025-10-04,132,80492,684,43
-qHuaHee2YA,2025-10-04,133,95686,1467,344
RuCm4n6nNoo,2025-10-04,134,506735,19820,0
DeLBkp6wilo,2025-10-04,135,88666,3535,1255
617mPKsuzCQ,2025-10-04,136,190962,985,7
YvMeeljjB5E,2025-10-04,137,78004,2856,221
LBeGV7eKul4,2025-10-04,138,287643,910,8
ecyZT1bl1AU,2025-10-04,139,72813,3643,355
LYZGTDQ9Xlc,2025-10-04,140,25982,118,2
CixaDs0KX2o,2025-10-04,141,114894,5156,272
cu-K77qu-90,2025-10-04,142,251965,475,10
uATlpJZxWXc,2025-10-04,143,121045,1875,26
3ABO7UlaBHE,2025-10-04,144,49100,896,69
RDQ8rKZALsU,2025-10-04,145,321745,18603,2000
Pv8y7nT1f_Y,2025-10-04,146,294348,11227,588
-uqLA-ucVbM,2025-10-04,147,218362,10152,19
Ka7Jp0ITasQ,2025-10-04,148,17595,129,12
olMgGtaEs2A,2025-10-04,149,60953,0,13
5vwyV6lISUg,2025-10-04,150,75625,143,2
A6HnKwn8vOg,2025-10-04,151,145456,540,0
03VCOfPR3m4,2025-10-04,152,209413,0,47
KFlmyk3yaJY,2025-10-04,153,875520,6555,590
Au3pUz_HvvA,2025-10-04,154,50205,491,14
Kc7NviHyshU,2025-10-04,155,260035,8149,0
lSel9b5lhpg,2025-10-04,156,145168,902,30
Y4gl_QKezCk,2025-10-04,157,79679,1929,3
-25zAeAkegI,2025-10-04,158,2825624,144262,12549
Ts62eVDZNhk,2025-10-04,159,131786,1338,113
NnyoTHLqses,2025-10-04,160,15263,99,6
m752qjuhCEg,2025-10-04,161,55384,6556,566
Hy_gdk-2Wu0,2025-10-04,162,67451,438,26
VAImDf4Sgto,2025-10-04,163,1106134,65207,3638
g_3S45gKy1Q,2025-10-04,164,42196,165,4
51EWPGNaEhw,2025-10-04,165,62924,1832,116
csb9oF4kxGs,2025-10-04,166,71323,917,102
7MvJ5ZlBX6c,2025-10-04,167,176270,18353,792
1rocWh6JM_Q,2025-10-04,168,484995,1428,37
n2PJqaHUI0Q,2025-10-04,169,313507,4204,1
gV4RvMW0cWw,2025-10-04,170,32182,341,41
CWmszdLzXpI,2025-10-04,171,54283,7890,386
8FVnzh7s3l4,2025-10-04,172,146948,2868,107
RCSiFsbRU2U,2025-10-04,173,115969,3541,806
qZCktlYX3Xc,2025-10-04,174,154308,1206,61
dp13_3lFV0I,2025-10-04,175,146631,1654,0
ylZjfgcnZLU,2025-10-04,176,1021015,15579,781
C60dgFKt7nI,2025-10-04,177,154774,497,6
aQ3docr5pSE,2025-10-04,178,32132,171,6
8Mvfn-k57I0,2025-10-04,179,195572,3515,95
P-ODL0IgYlw,2025-10-04,180,1512360,21028,2073
402ximQxSzI,2025-10-04,181,1474546,18880,91
AsiZWslcW7Q,2025-10-04,182,33841,272,0
3la0Rr35QYc,2025-10-04,183,100109,1296,10
0c7LZALhzxY,2025-10-04,184,202169,3202,0
LIhzayoJ1YY,2025-10-04,185,130460,5033,212
yR4L6Q_8FOU,2025-10-04,186,25409,886,26
FIX0HTCpdis,2025-10-04,187,175718,2216,10
XD8_2W3Lu9A,2025-10-04,188,13603,73,1
uIcftxB47IA,2025-10-04,189,44881,959,101
bW61Po_L6Qs,2025-10-04,190,18486,190,7
4eAsrtJJ-xA,2025-10-04,191,214873,15695,1154
t3fA7OesUU4,2025-10-04,192,24594,127,4
73ZFIH_uqWY,2025-10-04,193,82277,1716,9
gC3T0cc5jUA,2025-10-04,194,97454,273,6
ypquutBfNFg,2025-10-04,195,140904,795,42
wC7PHn_TfrI,2025-10-04,196,619806,19655,0
ggy0viVkrWw,2025-10-04,197,178165,660,1
z-0haI5ZrmY,2025-10-04,198,34309,923,14
Ka5dAIs50uk,2025-10-04,199,90720,11366,1208
PeEEWYKkf98,2025-10-04,200,41636,2887,107
oLTe_ZXIEdE,2025-10-07,1,8772052,260413,12391
ED544Luc71o,2025-10-07,2,376309,13034,473
m5QrMzN7PGs,2025-10-07,3,2366233,74435,258
VCXgLoKE7bg,2025-10-07,4,284571,24199,994
CY7m0KgIHmQ,2025-10-07,5,347328,2141,53
y0r3ycFfg-M,2025-10-07,6,1156193,67255,8953
ko70cExuzZM,2025-10-07,7,16455649,898539,43939
6RNdL_gjpAs,2025-10-07,8,130886,4884,213
YSpmkwpEbL0,2025-10-07,9,1818803,22834,1833
AqUonMjxaog,2025-10-07,10,491778,3977,0
D3Se71O96i0,2025-10-07,11,3000639,126756,6829
A8B61clzr_Y,2025-10-07,12,1097775,63526,1323
YbjdmLVXyHs,2025-10-07,13,339159,29735,3502
AqbIRNL-vFo,2025-10-07,14,1150777,26034,725
OJv16uPuO9g,2025-10-07,15,3085018,33703,3275
T9ILED9zA6E,2025-10-07,16,163050,1786,221
cDL3Zjdz514,2025-10-07,17,866069,23520,1912
vcoHwSMsHog,2025-10-07,18,929546,11021,734
1TRGxRGcyN0,2025-10-07,19,145822,1131,83
t1huaCOto2k,2025-10-07,20,741777,9626,404
DNdGocGwSpo,2025-10-07,21,1707848,32033,3115
JH1Wk6kB8To,2025-10-07,22,1120500,137052,14627
ZGn3Qj3-pHc,2025-10-07,23,1289897,5693,68
bQtZbwpbUlM,2025-10-07,24,873108,28276,2512
_5c6EmJurxc,2025-10-07,25,1311366,99460,2997
zvO9tNMSKTM,2025-10-07,26,293850,4370,91
6mCywTW1wcs,2025-10-07,27,473725,28672,35
CxnP8oR9n00,2025-10-07,28,150860,1541,97
qR-z_27Dj7k,2025-10-07,29,889710,3650,159
tomGtOIlF54,2025-10-07,30,860986,4607,2
8S63oMM9mms,2025-10-07,31,188135,1362,87
jHOnAk1dJBY,2025-10-07,32,219316,2103,45
YrGPYXCoD5M,2025-10-07,33,580428,7517,2
s8ieycCJZwE,2025-10-07,34,391213,13822,278
i-8w5yDwukA,2025-10-07,35,20575193,572913,16505
fH9hTr4LSLg,2025-10-07,36,404751,5696,416
x8REGvjjUYk,2025-10-07,37,123353,651,8
6F9zpvbsQ6g,2025-10-07,38,300213,5257,138
ByYfGWyo5Qc,2025-10-07,39,820833,6639,2
L8sJ8ZP43_4,2025-10-07,40,788711,4228,201
AGTVx1v_79k,2025-10-07,41,98044,3097,80
SjtOCuYmQXk,2025-10-07,42,210961,18258,783
f0FCLpLCV5I,2025-10-07,43,27621,289,1
rae7NrU40X8,2025-10-07,44,15716,1041,136
8VdHp0ZoryE,2025-10-07,45,6229866,402778,51752
n0RIgky8nzc,2025-10-07,46,5756720,59922,1794
eW-nFonrsnA,2025-10-07,47,126078,5282,515
F_Uw10vgjZM,2025-10-07,48,529632,32099,4158
-yaUiBlOYn0,2025-10-07,49,1962800,75742,1289
EDxDQfxO0xc,2025-10-07,50,331674,33577,1365
2hiEFxxdVg8,2025-10-07,51,418764,19359,858
TSZawkBT-VE,2025-10-07,52,54157,1550,15
cF0z6quD8pQ,2025-10-07,53,181130,1653,27
gwPiQCKMCS0,2025-10-07,54,258934,667,16
wheyCq4k8W8,2025-10-07,55,52891,8173,628
o6vdd4AbqJ4,2025-10-07,56,669847,13882,1323
r5lifKt5wK0,2025-10-07,57,934099,15754,471
lEBC3Fhme70,2025-10-07,58,234571,3658,223
M7NX_14oOl8,2025-10-07,59,332166,1572,31
k6XPhTeEgVE,2025-10-07,60,358951,4607,143
GpCHhlz7Vlw,2025-10-07,61,258427,36199,5083
iR-MfnaIrPk,2025-10-07,62,350263,8146,593
Q4k0zg4Hi64,2025-10-07,63,47494,190,5
XtdH7tIxZBU,2025-10-07,64,745077,4341,1
oePD_YISjks,2025-10-07,65,472663,16092,975
Y-l5w__hFL4,2025-10-07,66,245919,4870,1114
FhMGa0myStY,2025-10-07,67,84843,902,113
K-i78d-fXf4,2025-10-07,68,383802,22097,454
5XKTuVTmDWo,2025-10-07,69,135071,974,72
ZFqRtVJnvvQ,2025-10-07,70,667083,10349,0
nm2-pZ31uWY,2025-10-07,71,149465,1354,104
PuV2cBrOKGA,2025-10-07,72,533771,3134,3
V2j_yTN15SY,2025-10-07,73,142712,672,18
2Zqu6COA2WI,2025-10-07,74,184984,4625,8
FSsr0Qi58_E,2025-10-07,75,85383,338,6
M2Q1p3BNoC0,2025-10-07,76,914860,8539,741
4_lahvmxMSg,2025-10-07,77,34130,243,6
Xpe7fKZBx3E,2025-10-07,78,1232713,5582,134
rZ8uVuIPUqg,2025-10-07,79,1315094,46122,4233
XZhXFbFCOu4,2025-10-07,80,4509398,88835,3887
h5vG6jFpwuc,2025-10-07,81,81540,594,24
yWENuVpdimY,2025-10-07,82,298191,23158,4301
HFpgAkgBwSA,2025-10-07,83,269572,12807,353
WQYCffFVhpk,2025-10-07,84,477340,1951,19
fTB08H60ZGs,2025-10-07,85,92419,1054,0
4zR2ciFT3ZU,2025-10-07,86,51291,0,3
Ajdy4zbmX3c,2025-10-07,87,3187737,140676,19194
ygKr-iIlMvM,2025-10-07,88,631033,8123,0
4K8BWfyL-Sw,2025-10-07,89,64386,480,17
caJFuDBdlMA,2025-10-07,90,156301,6129,294
zSWXy3910lg,2025-10-07,91,235877,16089,1000
qCOlqcq43dI,2025-10-07,92,220857,19560,1245
jIykj3qIIjE,2025-10-07,93,64338,465,11
I53VoZT2uwY,2025-10-07,94,254299,20259,2138
heYWQy7glB8,2025-10-07,95,44788,344,9
pnqzTpN0NZQ,2025-10-07,96,185194,14490,1291
6hQ7yZIh9K4,2025-10-07,97,96918,1819,118
AZybiYqsgbM,2025-10-07,98,331747,1374,18
tBqQTj6vVz0,2025-10-07,99,66850,645,4
tnqgMJ5bIlE,2025-10-07,100,198017,2039,119
hRNAVOzOukU,2025-10-07,101,231693,1166,51
NqdPc_QDinc,2025-10-07,102,169215,1482,21
7HZxinyAvrw,2025-10-07,103,5044692,25338,3509
AQDbcNhDlvQ,2025-10-07,104,106324,4738,155
4TJOiXqiHAY,2025-10-07,105,1276446,10593,264
U8tQzLcG-hs,2025-10-07,106,192594,1161,40
jT9JKmrYwAg,2025-10-07,107,97203,529,16
whkz79s00NM,2025-10-07,108,223747,24609,973
BEgeyBHqWj0,2025-10-07,109,297495,4459,145
hkRGAj88T0E,2025-10-07,110,2992307,17640,326
N6QcAvK7nhk,2025-10-07,111,28171,99,9
433aNfJ18b4,2025-10-07,112,311443,43481,1406
AZC6zq2h85s,2025-10-07,113,73539,1077,0
TS_eS8xe4bE,2025-10-07,114,102534,321,7
ckFBhIjuVUk,2025-10-07,115,36996,371,48
O0yHmSIpo5E,2025-10-07,116,87346,8889,767
JEsZhLEMNaw,2025-10-07,117,331514,24627,3373
6yskj-7Rb6I,2025-10-07,118,214969,515,5
4OEUcrcBa8I,2025-10-07,119,56523,393,12
aTVlwV3Nvng,2025-10-07,120,326791,17830,1764
bJFoh9CdEh0,2025-10-07,121,129944,984,18
3lDOYuABfkE,2025-10-07,122,479144,5974,263
5d6OC45qEXg,2025-10-07,123,16665,50,1
EUCUq0CY-X0,2025-10-07,124,58808,3016,61
zDsqFpqbwxM,2025-10-07,125,39837,413,26
EJoGLuVrOjg,2025-10-07,126,530849,958,0
K_JkTEW_ucY,2025-10-07,127,1878481,14811,306
LNospXBXI44,2025-10-07,128,332924,4595,181
H3CSJaKlGfo,2025-10-07,129,65753,578,18
LI8OgULf3gg,2025-10-07,130,46542,1023,100
kJ6U3CRiqi4,2025-10-07,131,67881,2986,559
ttLNx_cV7OU,2025-10-07,132,177985,5877,620
u3e6zT7BG8g,2025-10-07,133,16401,106,2
U3Fq-dhkF10,2025-10-07,134,1302081,95406,8482
0COQAmW7gCo,2025-10-07,135,121800,427,23
HyaZ9r-3Wcw,2025-10-07,136,200045,12645,4377
sFmWQtXkvvE,2025-10-07,137,22131,74,2
